SIGNAL NAME,SIMPLE EXPLANATION
P1VPRIM_SW1,
MVR_R,
UPC0_5V_EN,
5V_S0_SATA,
DP_INT_IG_HPD,
DP_INT_EG_HPD,
P1V1_PHASE,
P3V8AON_PWR_EN_R,
PP3V3_SW_LCD_CONN,
3V_EN_R,
PP1V1_SLPS2,
PP5V_CAM,
0_0C5,
1V8_AON,
PPDCIN_AON_CHGR,
AMR_LEFT_OR_ND_1V8,
ANGLE_SENSOR_ND,
CHGR_BMON_ISENSE,
USBC_XA_D2R_P,
8409_HDA_SDINO_R,
IPD_LID_OPEN_R_1V8,
TDM_SPKRAMP_L_BCLK,
TDM_SPKRAMP_L_FSYNC,
TDM_SPKRAMP_L_R2D,
TDM_SPKRAMP_L_D2R,
TDM_SPKRAMP_R_BCLK,
TDM_SPKRAMP_R_FSYNC,
TDM_SPKRAMP_R_R2D,
TDM_SPKRAMP_R_D2R,
PP5V_AON,
P1V05_S0GPU_REG_R,
HALL_SENSR_RIGHT,
2V5_AWAKE_NAND,
EDP_IG_BKLT_EN,
PP1V1_IPC_XA_LDO_BMC,
PP0V8_S2_CLVR_VDDDIG,
PP1V5_AON_VCORE_MPMU,
PPVOUT_LCDBCKLT,
PP5V2_S2,
P3V3S2_PGOOD,
BL_PWR_EN_R,
PPVBUS_USBC2,
SMC_FORCE_DFU,
USBC0_CC1,
I2C_SMC_UPC_SDA,
P1V8_SLPS2RSW_DFR_R,
P3V8AON_PVCC,
SYS_SPI,
PP20V_USBC_X_VBUS,
XDP_PCH_TMS,
NC_CHGR_EN_VR1,
PP1V2_G3H_SMC_VDDC,
I2C_FTCAM_SCL,
I2C_FTCAM_ISOL_SCL,
PPBUS5V_S5,
P1V05VTBT_SW,
P5S4_EN,
VDD_MAIN,
A1278_A3115B,
PP3V3_S3_USB_HUB,
3V3_S5_REG,
SMC_ACOK,
PPVIN_S5_CPU_IMVP,
BKL_ISEN,
BKL_ISEN3,
BKL_ISEN5,
PP3V3_S0_CPUTHMSNS,
PP5VR3V3_SW_LCD_ISNS,
NC_SMC_T25_EN_L,
PSOC_WAKE_L,
PP18V5_DCIN_ONEWIRE,
SMBUS_SMC_A_S3_SDA,
P5VS3_EN_R,
SMBUS_SMC_MGMT_SCL,
DELAY_1V5S0_PGD,
SLP_SUS_L,
EXC_BAD_ACCESS,
KERN_INVALID_ADDRESS,
EXC_CORPSE_NOTIFY,
PP3V3_S5_PCH_GPIO,
BATT_CONN,
PPBUS_S5_IMVP_VTT_ISNS,
PP3V3_SW_TBTAPWR,
PP3V42_GH3,
PPVIN_S0W_LCDBKLT_R,
RTC_G3H,
CLOSE_NOTIFY,
KERN_OPEN_FILE_FOR_DIRECT_IO,
CPUIMVP_UGATE1,
PP3V3_ENET_FET,
5V_S3RS0,
USB_DEBUGPRT_EN_L,
VCCSAS0_SREF,
PPCPUVTT_S0_REG_R,
PPVCORE_S0_GFX_REG_R,
P0V9S5_EN,
S5_PWRD,
PP3V3_SUS_ROM,
LCD_BKL_EN,
LVDS_IG_BKLT_ON,
PP5V_S5_REG,
X86_64,
SMCONOFF_L,
ISNS_HS_OTHER_N,
PP3V42V_G3H,
P3PVS0_EN,
3V_EN,
SYS_PWR_OK_R,
PP5V_S0_REG,
PP5V0_USB,
C5202_RF,
C5203_RF,
VDD_RTC_OUT,
PP5V_S4_CUMULUS,
AUD_CONNJ1_TIPDET,
AUD_CONNJ1_TIP,
AUD_CONNJ1_RING,
SMC_OOB1_R2D_CONN_L,
SUS_EN,
L_VDD_EN,
PM_THRMTRIP_L_R,
LVDS_BLK_PWM_RC,
SUS_L,
P3V3S5_VFB,
PP3V42_RTC,
IA32_MC5_STATUS,
IA32_MC5_ADDR,
IA32_MC5_MISC,
PM_SLP_S4_I,"This is a typo of PM_SLP_S4_L. When you see PM_SLP_S4_I, assume they meant to type PM_SLP_S4_L"
SMC_SENSOR_ALERT_L,
PP3V42_G3,
EN_1,
SMC_DEBUGPRT_EN_L,
5V_S5_CUMULUS,
PP1V5_S3_MEM_B,
PPBUS_H3H,
PP1V05_S3_CPU_VCCDQ,
PP1V05_S0_CPU,
BATT_POS,
MIPI_DATA,
DELAYED_PWRGD,
PP5V_S3_MEMRESET,
T29_A_HV_EN_R,
VOUT_1,
P5VS_EN_L,
P5VS_ENTRIP,
LCD_IG_EN,
SPI_ROM,
USB_HUB_RESET_L,
PP_G3H,
PPDCIN_S5_CHOP,
PPBUS_S0_LCDBKLT_EN_L,
PP5VLT_S3,
PM_SLP_L,
PP5V_S5_P5VSUSFET_R,
SMBUS_SMC_1_S0,
PPVVC_S0_CPU,
PPV3V_S0,
PP1V5_SOSW_AUDIO,
X_EN_L,
CPU_PH1,
AXG_R,
SMC_MANUAL_RESET_L,
TP_USB_5P,
USB_5,
PPDCIN_G3HOT,
PP3V42_3GH,
EN_LDO,
PPBUS_S0_LCDBKLT_PW,
PVCC_S0_CPU,
IMG_2872,
U_DSM_RF,
SPIROM_WP_L,
SPIRPOM_HOLD_L,
PP18V5_S5_R,
PP3V3_S0_MIC_F,
PPVIN_S0_AUDIO,
PP1V35_S3RS0_FET,
PP3V3_S0_HS_COMPUTING_ISNS,
CPU_IMVP_VR_ON,
P5VP3V3_SKIPSEL,
P5VS3_DRVH,
P5VS3_VBST,
S5_PGOOD,
LSOC_RST,
PPBIS_G3H,
S0PGD_BJT_GND_R,
PP5V_S0_EN,
PPVIN_S5_OTHER_ISNS,
PPVIN_S5_HS_OTHER3V3,
PPBUS_S5_HS_OTHER_ISN,
PM_SLP_S,
PP5V_S3_ISNS_R,
IOXP2_INT_L,
TPAD_SPI_MOSI_R,
P1V05_S5_PGOOD,
CSO_N,
USB_EXTA,
USB_EXTD,
SMC_BC,
SPAIRPORT_WIRELESS_CARD_TYPE_AIRPORT_EXTREME,
LCD_HDP,
LCD_FSS,
SMC_GFX_OVERTEMP_L,
CHGR_RESET_L,
PCH_SUSWARN_L,
SMC_PME_WAKE_L,
PP5V_S4_REG,
USB_LT1_P,
PP3V3_S4_TBTAPWRSW,
PP3V3_S0_CPUTHMSNS_R,
SYSCLK_CLK25M_ENET,
SMS_RESET_L,
SMCBUS_2_S3_SCL,
BKL_EN_L,
PP1V05_S0_PCH_VCCDMI_FDI,
PP3V3_S5_SYSCLK,
PP5V_S4_EN,
5V_S4_EN,
TIGRIS_ACTIVE_DIODE,
U1_RF,
P1V8_S0,
XDP_USB_EXTC_OC_L,
XDP_USB_EXTD_OC_L,
P18V5_DCIN_CONN_R,
PP3V3_S0_GMUX_R,
CHRGR_CSO,
PPBUS12V_S5,
PP3V3RHV_S4_TBTAPWR,
BLKT_PLT_RST_L,
PLT_RERST_L,
ON_OFF,
IMVP_VR_ON,
VCORE_S0_MCP,
SMC_ONOF,
PP12V_S0_PS,
PP1V35_GPU_REG,
PPDDR_S3,
P3V3S0_EN_L,
PP2V5_S0,
PP1V8R1V5_S3,
PP1V05_ENET,
WS_LEFT_SHIFT_KEY,
SMBUS_PCH,
PPVIN_S5_HS_GPU,
PP3V3_S5_EN_L,
PPBUS_S5_HS_COMPUTING_ISN,
BT_WAKE,
USB_BT_CONN_N,
CHGR_CSO_P_N,
PM_SPL_S5_L,
3V_S4,
PM_SLEEP_S4_L,
PP3V3_S3_MINI,
PP1V5_S0_MINI,
PM_SLP_S5_LPRESENT,
PATH_TO_BACKUP,
GMUX_CFG0,
PEX_CLKREQ_L,
PPDD_S3_REG,
SMBUS_SMC,
SMC_AOK,
PPBUS_S0_BKLT_FUSED,
AUD_SENSE_A,
PP3V3_3,
BCKLIGT_EN_DIV,
LCD_BCKLT_FUSED,
LCDBKLT_PWR_SW,
SYS_ONE,
5MB_PRD_RGN,
GPU_RESET_R_L,
PCIE_WAKE,
PP_BAT_VCC,
CHGR_VCOMP_R,
PP3V42_G3H_PCHPWRGD,
WIFI_EVENT,
PCIE_AP,
PP3V32_G3H,
USB_CAMERA_P,
PP3V42_G3H_CONN,
PP2V42_G3H,
PP3V3_FW,
5V_G3H,
PP3V3_S5_SMC_AVCC,
PM_G2_EN,
BKLT_PWM_TCON2MLB,
HS_COMPUTING,
P5V_RTS0_EN,
PP5VR3V3_SW,
S0_EN,
SMC_BC_AOK,
SYS_ONWIRE,
PPBUS_SW_LCDBKL_PWR,
PPVIN_S5_HS,
PPDCIN_S5,
18V5_S5,
PP_3V3_TBTLC,
IA32_MC0_STATUS,
IMG_5301,
IMG_5300,
LID_OPEN_R,
BUS_G3H,
PP3V42_G3H_BOOST,
5_S3,
PP0V75_SO_DDRVTT,
PP1V05_SO_VMON,
DDREG_VTTSNS,
DDREG_1V8_VREF,
DDREG_DRVL,
DDRREG_VBST,
DDRREG_TRIP,
DDRREG_MODE,
PP3V3_ENET_SYSCLK,
SM_BC_ACOK,
HDA_BIT_CLK_R,
PP3V3_S0_PCH_GPIO,
PP1V05_S0GPU_REG,
PP3V3_S0_PCH,
P5VSUS_SS,
GPU_3,
PP5V_S4_P18V5S5,
PPDCIN_G3H_IOSL,
SMC_DELAYE_PWRGD,
EN_L,
PM_G2_P3V3S5_EN_L,
5V_S3_LL,
S3_EN,
P_CLKREQ_L,
PPBUS_G3H_VSENSE,
PBUSVSENS_EN_DIV,
S0_LCDBKL,
PPVIN_S0_CPUAXG,
DX_SEL,
PP5V5_S0,
PP3V3_GH3,
PMSYSRST_L,
M_SLP_SUS_L,
DFR_DISP_RST_L,
P3V3SSD_VNOM,
P1V8_S0SW_DFR,
P1V05S5_DRVH,
P1V05S5_DRVL,
PP1V05_SUS_LDO,
PP1V8_S0SW_SSD_HOT,
CLK100M_SSD,
SMC_HDD_ISENCE,
PM_PWR_BTN_L,
PM_DSW_PRGD,
PP5VS5_LDO,
DP_T29SNK0_ML_N,
PPCRTC_G3H,
PPBAT_G3H_CONN_F,
PP5V_S4RS,
DP_INT_ML_P,
PP_BUS_GH3,
PCH_INTRVRMEN,
SMC_SCL,
PPDCIN_G3H_P3V3G3H,
PPBUS_S5_HS_OTHER_INSIS,
ADAPTER_SENSE_R,
PP5V_S3_ODD,
PP5V_S3_AUDIO_AMP,
PP5V_S3_WLAN,
PP5V_S3_VTTCLAMP,
PP5V_S3_MCPDDRFET,
PP5V_S3_SYSLED,
PP5V_S3_BTCAMERA,
PP5V_S3_EXTUSB,
EDP_BKL_PWM,
SMC_OTHER5V_HI_ISENSE,
SMC_TPAD_ISENSE,
SMC_CAMERA_ISENSE,
SSD_PCIE_CLKREQ_L,
PCH_SRTCST_L,
PP5VS0_BOOT,
PP5_S5,
PP5VS4RS3_EN,
QUAD_IO,
SMC_ADAPTER_EM,
BKL_VSYNC_R,
ALL_SYS_PRGD,"This is a typo of ALL_SYS_PWRGD. When you see ALL_SYS_PRGD, assume they meant to type ALL_SYS_PWRGD"
P5VOUT_EN,
SMC_P3V3S5_ISENSE,
PP1V2_S5_SMC,
SMBUS_SMC_0,
PW_PWRBTN_L,
PM_SPL_S4_L,"This is a typo of PM_SLP_S4_L. When you see PM_SPL_S4_L, assume they meant to type PM_SLP_S4_L"
PP5V_S0_VCORE,
P1V0S0_VBST,
PP12V_LCD_F,
PP1V5_S3RSO_VMON,
P5VS0_SS,
1V0_SUSSW,
1V0_SUSFUSE,
PM_EN_P3V3_G3H_R,
PP3V3_S0SW,
USBC_X_CC1,
3V_SUS,
PPVOUT_S5_PCH_DCPSUSBYP_R,
PECI_CPU,
ACOK_VCC,
PP1V5_S0_HDD_FLT,
SMC_SA_ISENSE,
ALERT_L,
ALL_SYS_PGOOD,"This is a typo of ALL_SYS_PWRGD. When you see ALL_SYS_PGOOD, assume they meant to type ALL_SYS_PWRGD"
PPUS_G3,
PM_CLKRUN_L,
SLP_SX_L,
FET_RAMP,
USB3_EXTA_TX_P,
USB3_EXTA_TX_N,
USB3_EXTB_TX_P,
USB3_EXTB_TX_N,
XV_SUS,
P3V3_S0SW_LCD,
SMC_1V35MRM_ISENSE,
PPVOUT_S0_BKLT,
PP3V3_UPC_VIN,
PPHV_SOSW_LCDBKLT,
MIPI_CLK_CONN_N,
MIPI_CLK_CONN_P,
MIPI_DATA_CONN_N,
5V5_S5,
ALL_PWR,
PCH_CLK24M_XTALIN,
CH_CLK24M_XTALOUT,
CPUVR_PHASE,
XV_S4,
HDA_SDIN0,
PP3V_S0SW_LCD,
SMC_N_FOLLOW,
P5VG3S_VFB1,
SOC_XTAL24M_IN,
P5VP3V3_REG3,
P5VS4_DRVL,
SYSCLK_CLK25M,
PPCC_S0_CPU,
REG_PHASE_CPUVCC_2,
PP1V2_S3_DDR,
PM_PGOOD_REG_P1V2_S3,
PM_EN_FET_P3V3_S0,
PM_EN_FET_P5V_S0,
CHARGER_AGATE_DIV,"This is a typo of CHGR_AGATE_DIV. When you see CHARGER_AGATE_DIV, assume they meant to type CHGR_AGATE_DIV"
CHARGER_AGATE,"This is a typo of CHGR_AGATE. When you see CHARGER_AGATE, assume they meant to type CHGR_AGATE"
PP20V_DCIN_CONN_R,
PP5V_S0_GFXIMVP,
PP3V3_S5_AVREF_SMV,
PPVCORE_S0_CPU_PH3,
I2C_TCON_SCL_R,
PP1V8_S3_REG_R,
PP3V3_SUS_EN_L,
PP3V3_S4_P3V3S4FET,
GFXIMVP_DPSLP_EN,
PPVIN_SOGPU_1V8_RC,
PPVIN_S0GPU_1V8_RC,
REG_SSTR_P1V8GPU,
PPVIN_S0_GFXIMVP_VIN,
EG_RAIL4_EN,
PP1V8_GPU,
S5_SLP_L,
LED_RETURN1,
PP1V05S0_AGND,
PP3V3_SOSW_LCD,
AUD_J1_SLEEVEDET_R,
PP12V_S0_BKLT_PWR,
PWR_BTN_R,
P1V8_COLD_SW0,
PP3V3_S4SW,
CPU_PECI,
PM_BAT_LOW_L,
PP1V05_PCH_VCCIO_S0,
SRTCRST_L,
USBC_XB_D2R_N,
PCH_INTRDR_L,
PCH_INTVRSMEN,
0_L,
PMU_CLK32K_PCH,
HALL_SENSOR,
PM_SLEEP_S5_L,
SMC_WAKESRC_EN,
PP2V7_NAND0,
PPVDDCI_S0_GPU,
PPBUS_S5_HS_OTHER,
TBA_CSI_P,
PPBUS_CPU,
PPBUS_G3H_P3V3S5,
EG_LCD_PWR_EN,
EG_RESET_L,
CHRG_AMON,
PP5V1_CHRG_VDDP,
CHRG_PHASE,
CHRG_CSIP,
THRM_PAD,
SMC_LSOC_RESET_L,
PP5V5_S4,
VREF_AMP_WL,
P3V3SEN_SS,
PP5V_3GS,
TPAD_INTWAKE,
VCC_VR1,
GPU_PGOOD1,
GMUX_SLP_S3_BUF_L,
DP_LINK_OK,
P3V42_FB,
PP5V_G3S_FAN_CONN,
PP3V3_S0SW_TBT_X_SNS,
CHGR_RST_OM_R,
P5VS4RSE_EN_R,
ED_PANEL_PWR,
V5_GPU_S0,
P1V5_GPU_S0,
CAMERA_PWR_EN_PCH,
PIN_24,
GMUX_S3_PD_EN,
P1V5_S0_FB,
GMUX_RESET_L,
PP1V8S3_EN,
P5VS3_COMP,
P1V8S3_FB,
AUDIO_PWR_EN,
T29_A_HV_EN,
LPC_RESET_L,
PM_SYSRST_DEBOUNCE_L,
PP1V05S0_LL,
P5V_S4RS3_REG_L,
PP3V3_S4_T151,
PP5V_S0_VCCSAS0_VCC,
ENET_WAKE_L,
SATA_SSDRHDD_R2D_N,
SATA_HDD_R2D_C_N,
SATA_SSDRHDD_D2R_N,
SATA_HDD_D2R_N,
SATA_SSDRHDD_R2D_P,
SATA_HDD_R2D_C_P,
SATA_SSDRHDD_D2R_P,
PM_RSMTST_L,
SSD_PGOOD_L,
PM_RSNRST_L,
USB_UPC_PCH_XB_N,
USB_UPC_PCH_XA_N,
USB_UPC_PCH_XA_P,
SMC_RIGHT_LID,
CPUSA_SW_LL,
PP5V_S0_P1V5_LDO,
PP1V8_S0_P1V5_LDO,
PP5V_S3_FET,
PP3V3_S0GPU_MISC_FET,
S4_EN,
PVH_DSWVRMEN,
SMC_ONFF,
PP3V3_SSD_FLT,
BATT_POS_F,
BKL_PMW,
TP_USBC_PP20V_XA,
PP3V3_S4_WLAN_SW,
WLAN_JTAG_TRST_L,
BT_UART_RTS_D2R_L,
PPVRTC_RESET_L,
PP1V8_SO,
IA32_MC3_STATUS,
IA32_MC3_CTL,
IA32_MC3_ADDR,
IA32_MC3_MISC,
3V3_S4_FET_R,
PM_SP_S3_BUF_L,
PPBUS_HS_CPU13,
PPVBAT_G3H_CHRGR_R,
TBA_BOOT,
3V3_S5_LCD,
S0SW_LCD,
TOUCH_PANEL_DETECT,
PCH_SRTCRST,
PP3V3_GH,
PPDCIN_3GH,
PPVCC_PRIM_CORE,
PPBUS_G3H12,
VIDEO_ON_L,
DP_INTRNL_HPD,
PLT_RSET_L,
PP1V2_S5_SMC_VDD,
SMC_VDDA,
COME_BACK,
1V_S5G,
PM_EN_P3V3S0,
PP3V3_S5_S0R,
PP1V5_S3_REG,
P1V5SOSW_AUDIO_EN,
PP12V_S5_SSD_FET,
PP1V8_SSD_DRAM,
0V9_SSD0,
CPU_RESET_L,
CPU_MEM,
S_0,
TBA_CSOR_P,
EG_HPD,
DDRREG_1V8_VREF,
PM_PGOOD_P5VS4,
M_DSW_PWRGD,
CH_DSWVRMEN,
M_RSMRST_L,
M_PWRBTN_L,
PBUS_S5_HS_COMPUTING_ISNS,
PBUS_S5_HS_OTHER_ISNS,
SMC_PBUS_ISENSE,
TBA_BGATE,
TBA_CSO_N,
TBA_CSO_P,
CPU_VCSST_PWRGD,
1V8_SSD0,
PP0V9_TBT_T_SVR,
PP1V2_S3_REG_R,
P5VUSBC_T_R,
PCH_DPWROK,
AC_PRESENT,
3V_PCH_DSW,
PP1V2_S3_REG,
PM_SLP_SUS_EN,
KBD_BLC_GSSCK,
KBD_BLC_GSSOUT,
KBD_BLC_GSLAT,
KBD_GLC_GSSIN,
KBD_GLC_XBLANK,
3V3_G3,
SSD_CLKREQ_LB_L,
PANEL_EN,
PP342_G3H,
CPU_VIDALERT_L,
PPVBAT_G3H_REG,
CPUVR_PWM,
PPDCIN_3GH_CHGR,
P5VUSBC_X_LL,
ACPI_BIOS_ERROR,
USBC_XA_USB_DBG_TOP_P,
USBC_TB_USB_TOP_N,
USBC_TB_USB_BOT_P,
USBC_TA_USB_TOP_P,
USB_UPC_TB_F_N,
NC_RTC_CLK32K_RTCX2,
PPBUS_SSD_FLT,
PPBUS_G3H_SSD,
PPVCCA_ISNS_S0_CPU,
LCDBKLT_TB_XWR,
PM_EN_P3V3S4,
SOC_SLPS2R_RED_R,
PP1V8_AWAKE_SOC_FMON_F,
SSD0_PMIC_RESET_L,
PP0V8_AWAKE,
CPUSA_PWM,
CPUSA_FCCM,
PM_MEM_PWRGD_R,
PM_EN_P1V8S3,
ZCD_EN,
AP_PCIE_DEV_WAKE,
CPU_IMVP_FBA_R,
PLT_REST_L,
HDA_X,
PPBUS_S5_HS_COMPUTING_INSIS,
USB_CHIPS,
PP3V3S0_EN,
PPV3V3_S0,
PMU_VDDMAIN_EN,
P1V0PCH_PGOOD,
P1VSUS_PGOOD,
P2V7NAND_R,
LPC_FRAME_L,
LEFT_R,
5V_S0SW,
SMC_PP3V3_WLANBT_ISENSE,
SMC_ONNOFF_L,
PP1V05_S5_PCH_VCCDSW,
PP1V8_S0_PCH_VCCHDA_F,
PBUS_S0_VSENSE_IN,
PP1V8_S0SW,
PVCCCORE_PH1_VCC,
PP1V8_AWAKE_SW3C,
PMU_TO_SOC_AWAKE_PWRGD,
PP3V0_AWAKE_LDO7,
PPDIN_G3H,
PM_S4_STATE_L,
SB_RTC_RST_L,
SB_SM_INTRUDER_L,
SB_INTVRMEN,
SB_LAN100_SLP,
USBC_XA,
XB_CC1,
NC_CHGR_AUX_OK,
CPU_VID,
PPVOUT_SW_LCDBLKT_FB,
SM_SLP_S5_L,
USB_EXTA_MUXED_F_N,
USB_EXTA_MUXED_F_P,
PP3V_G3,
PPVDDQ_S3,
PP12V_S0_GPUCORE,
PPHDD12_S0,
PP12V_S0_HDD,
PP12V_S0_BLC,
PP12V_S0_FBVDDQ,
PPHDD_S0,
PPSSD_S0,
PP1V5_S0_PCH,
PPFBVDDQ_S0_GPU,
I2C_TCON_SDA_CONN,
NC_LVDS_IG_BKL_PWM,
PDM_DMIC_DATA0_ISOL,
PP1V05_PCH_EXT_REG,
PPVNN_PCH_EXT_REG,
PP1V8_S0_LDO_AUD,
GND_AUDIO_CODEC,
BKL_FET_CNTL,
SMC_RESET_R,
PMIC_PGD,
EDP_BKLT,
PP20V_USBC_TA_VBUS_F,
HPWR_EN,
PICCOLO_NOR_CS_L,
PICCOLO_PID1,
PICCOLO_PID0,
PICCOLO_WP_L,
STORAGE_LATCH,
P3V3_S0GPU_EN,
IA32_MC1_STATUS,
IA32_MC1_ADDR,
IA32_MC1_MISC,
PPVCGT_CPU_PH3,
P3V3_S0SW_SSD,
P1V2REG_VREF,
USBC_XA_CC2_CONN,
PPVIN_2V7_NAND,
PP16V0_MESA,
AUD_HP_PORT_R,
P1V8S0_SW,
P1V8SO_FB,
P1V8S0_SS,
TBTBST_PWREN_DIV_L,
PMIC_RSMRST_L,
PM_PGOOD_P3V3S5,
1V35_S3,
SPI_DFR,
8GHZ_8GB,
PP5V_PMICLDO_R,
BANJO_ENVR1,
PP0V82_SLPS2R,
SSD1_VR_P2V5_EN,
PM_PGOOD_FET_P1V35_S0,
PVDDQ_S0_FET,
PM_EN_REG_CPUVCC_S0,
A1370_MACBOOK_AIR_11,
22_MAGSAFE_1,
PWR_BTN,
CHGR_BGATE_R,
CHGR_OVP_A,
L7260_1_1,
L7260_1_2,
L7260_2,
PM_EN_P3V3SG5,
CHGR_GATE_Q2,
DP_TBTPA,
P1V5S0_TON,
P1V5S0_VBST,
P1V5S0_DRVH,
P1V5S0_LL,
P1V5S0_DRVL,
P1V5S0_TRIP,
P1V5S0_VFB,
PM_SLP_S3_DELAY_L,
PP5V_S5_P1V5S0_V5FILT,
XXXXXXX_L,
PPSV3_S4,
PPSV3_S5,
MIPI_CLK_P,
MIPI_DATA_P,
PCIE_CAMERA_R2D_P,
PCIE_CLK100M_CAMERA_C_P,
PCIE_CAMERA_D2R_C_P,
SMC_ON0FF,
PPUS_G3H,
PCIE_CLK100M_AP_N,
PCIE_AP_R2D_P,
SMC_OOB1_R2D_L,
SMC_OOB1_D2R_L,
PM_PWRNTN_L,
PP5V_USBC_X_VCC,
P1V0FW_VFB,
SMC_RST_BTN_R_L,
PP3V3_PDO3V,
I2C_SSD_SDA,
ISNS_SSDNAND_IOUT,
P1V8_LX0_SSD0,
3V_LDO,
U2800_X,
PPDCIN_USBC_AON,
PPDCIN_G3H_CHRG_R,
PCIE_CLK100M_AP_P,
PP20V_USBC_XB_V,
UPC_X_5V_EN_R,
MIPI_CLK,
I2C_DFR_SDA_R,
I2C_DFR_SCL_R,
SSD0_S4E0_VPP,
PPVBAT_G3H_FUSE,
PP_SSD0_S4E2_VPP,
PP0V9_SSD0_S4E2_VDD_PLL,
SSD0_S4E2_ANI1_VREF,
SSD0_S4E2_ANI0_VREF,
PP1V8_SSD0_S4E2_AVDD18_PLL,
PP1V8_SSD0_S4E2_PCI_AVDD_H,
PP5V_S0_REG_FBVDDQ,
PM_PGOOD_REG_FBVDDQ_S0,
USB3_EXTB_R2D_N,
USB3_EXTB_R2D_P,
USB3_EXTB_R2R_N,
USB3_EXTB_R2R_P,
USB_EXTB_N,
USB_EXTB_P,
TPAD_SPI_CS_L_CONN,
PP3V3_SSD_LIM,
P3V3S5_EN_RCD,
P5VS4_DRVH,
SMC_PMIC_INT_L,
CPUGT_BOOT2_RC,
SHP_SRTCRST_L,
I2C_SSD0_SDA,
ISNS_P3V3_G3W_SSD0_N,
ISNS_P3V3_G3W_SSD0_P,
VR0V9_IND_TBT_X,
PP3V3_S0_P3V3S0FET,
P3V3G3H_VBST_R,
MBP141_0178_B00,
KBD_RIGHT_SHIFT_KEY,
DP_DDI,
PP0V75_S3_MEM_VREFDQ_B,
USB_XA_SBU1,
USB_XA_SBU2,
TP_USBC_XA_RESET_L,
PP5V_WLAN_F,
MINI_CLKEWQ_L,
P5VG3S_EN_R,
USB_UPC_PCH_XA,
PVCC_PRIM_CORE,
D3100_X,
P5V_S4RS3_DRVH,
PP0V9_TBT_X_SVR,
PPV5V_S0,
PP1V25_AWAKE,
PPVDD_DISP_S1,
PPVDD_DCS_S1,
PVIN_S5_HS_OTHER_ISNS,
I2C_TBT_X_SCL,
I2C_TBT_X_SDA,
TP_Q3200_DRAIN,
TBT_X_SPI_ROM_WP_L,
USBC_XB_CC,
MINI_CLKREQ_Q_L,
PP5V_COREVR_VCC,
PPVBAT_G3H_CHGR_RED,
PM_EN_P5VS4,
PM_PGOOD_P1V8,
PP3VR3V0_AON,
PP1V1_UPC_XA_LDO,
DIV_PPBUS_G3H,
PP0V6_S3_MEM_VREFDQ_B,
PP1V_S0G,
PP1V_S5GTD,
PU_VSNS_CPU_VCCGTX_TP,
PD_VSNS_CPU_VCCGTX_TN,
SSD_PCIE_CLKREO_LB_L,
PP3V3_UPC_X_LDO,
LVDS_DDC_SEL_IG,
PIN_1,
P5VG3S_CSP1,
ML_N,
PPBUS_S0_VSENSE,
PP1V5_UPC_XB_LDO,
P5VS4_ES,
SPI_SMC_MISO,
SPI_SMC_MOSI,
SPI_SMC_CLK,
CPU_VIDALERT,
5V_SO,
TXN_ID,
MPMU_BSTLQ_LX,
PP5V_BSTLQ_VOUT_MPMU,
PP1V8_SLEEP3_BUCK3,
PM_MEMVTT_EN,
PVDDQ_PGOOD,
PP5V_BKLT_A,
PP3V0_MESA_CONN,
1V1_SLPS2R,
PP5V_G3S_IPD_F,
PP3V3_G3H_IPD_F,
CHGR_GATE_Q3,
PP0V805_S1_VDD_FIXED,
PP3V8_AON_SPMU,
TP_BQ400_DRAIN,
HALL_SENSORS,
P5V0S0_SS,
P1VPRIM_SW0,
UPC1_5V_EN,
P3V3S2_PWR_EN,
PPVIN_G3H_P3V3G3H_RTC_R,
PPVBUS_USBC1,
CHRG_RST_IN,
PPBUS_S4_TPAD,
CODEC_WAKE_L,
USBC1_USB_BOT_N,
USBC0_USB_BOT_N,
LPDP_INT_AUX_C_N,
DP_INT_IG_HPD_R,
DP_INT_EG_HPD_R,
J3300_CWR,
PP1V8_S3_FET_R,
VCIN1_AC_IN,
PVCCSSD0_PHASE,
VCCINAUX_RTN,
CPUCORE_SW11,
PPBUS_VMAIN_VIN_ISNS,
BUCK4_LX0,
PM_EN_5VS4,
HDD_OOB1_D2R_L,
SDC_IN,
P1V05TBT_SW,
PP1V05_TBTRDV,
PP3V3_S4_TBT_F,
PP3V3_TBTRDV,
PP5V_SW_LCD_CONN,
I2C_ALS_1V8_SDA,
E85HSMUX_USB_EN,
PPVBUS_USBC_TB,
CSE_IMAGE_FWU_BASE,
PP3V3_UPC_VA_LDO,
CPU_USAGE,
VCCINAUX_R,
9_33C2,
UPC_TA_GPIO1,
P5VS2TPS_PWR_EN,
1PP3V3_UPC_TB_LDO,
PPVDD_DISP_AWAKESW,
PP1V8_DFR,
PPVOUT_LUXE,
G3S_EN,
DP_INT_HPD_3V3_CONN,
V3V3G3H_SW,
PPBAT_G3H_CHGR_R,
PP20V_USBC_R_VBUS,
USBC_XA_D2R_N,
PP3V3_AON_KBD_CONN,
PP3V8_IPDLDO_VIN,
IPD_P3V3_PWR_EN_RC,
J3300_CXT,
LID_OPEN_SMC_IN,
CHGR_VCOMP0,
PPBUS_G3H_SPKRAMP,
PP1SR3V3_G3H_P0V6_S3_VIN,
P1V8_COLD,
DISPLAY_MODE_DID_CHANGE,
UINT32_T,
CHGR_CSOR_P,
CHGR_CSOR_N,
CHGR_CSIR_N,
PPCHGR_VDDP,
CHGR_CSIR_P,
